,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 III H.2a:1,faust://document/faustedition/2_III_H.2a_1,2 III H.2a:1,Witness,,358,320,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,304
2 III H.8a,faust://document/faustedition/2_III_H.8a,2 III H.8a,Witness,,359,320,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,323
2 III H.8c,faust://document/faustedition/2_III_H.8c,2 III H.8c,Witness,,360,320,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,325
2 III H.9a,faust://document/faustedition/2_III_H.9a,2 III H.9a,Witness,,361,320,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,327
2 III H.23d,faust://document/faustedition/2_III_H.23d,2 III H.23d,Witness,,362,320,1825-04-02,1825-04-02,1825-10-01,1825-10-01,1825-07-02,1825.0,1825,346
H P166a,faust://document/faustedition/H_P166a,H P166a,Witness,,363,326,1825-04-04,1825-04-04,1825-04-06,1825-04-06,1825-04-05,1825.0,1825,618
2 III H.49a,faust://document/faustedition/2_III_H.49a,2 III H.49a,Witness,,364,325,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,384
2 III H.49b,faust://document/faustedition/2_III_H.49b,2 III H.49b,Witness,,365,326,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,385
2 III H.49c,faust://document/faustedition/2_III_H.49c,2 III H.49c,Witness,,366,327,1825-04-04,,1826-05-10,,1825-10-21,1825.0,1825 … 1826,386
H P167 i_uebrige,faust://inscription/faustedition/H_P167/i_uebrige,H P167 i_uebrige,Inscription,H P167,367,330,1825-04-04,,1825-04-06,,1825-04-05,1825.0,1825,674
2 III H.12,faust://document/faustedition/2_III_H.12,2 III H.12,Witness,,368,336,1825-04-04,1825-02-25,1825-04-06,1825-04-06,1825-04-05,1825.0,1825,330
2 V H.26a,faust://document/faustedition/2_V_H.26a,2 V H.26a,Witness,,369,372,1825-04-25,1825-04-25,1825-04-27,1825-04-27,1825-04-26,1825.0,1825,515
2 I H.1,faust://document/faustedition/2_I_H.1,2 I H.1,Witness,,370,370,1825-05-04,1825-05-04,1825-05-30,1825-05-30,1825-05-17,1825.0,1825,123
2 III H.58 i_v,faust://inscription/faustedition/2_III_H.58/i_v,2 III H.58 i_v,Inscription,2 III H.58,371,372,1825-05-06,1825-05-06,1827-05-28,1827-05-28,1826-05-17,1826.0,1825 … 1827,86
1 H.1,faust://document/faustedition/1_H.1,1 H.1,Witness,,372,374,1825-05-21,1825-05-21,1828-01-11,1828-01-11,1826-09-15,1826.0,1825 … 1828,4
1 H.6,faust://document/faustedition/1_H.6,1 H.6,Witness,,373,379,1825-06-11,1825-06-11,1825-06-13,1825-06-13,1825-06-12,1825.0,1825,9
D.4,faust://bibliography/D.4,D.4,UnknownRef,,374,384,1825-08-31,1825-08-31,1825-10-01,1825-10-01,1825-09-15,1825.0,1825,657
D.4α ,faust://bibliography/D.4alpha,D.4α ,UnknownRef,,375,384,1825-08-31,1825-08-31,1825-10-01,1825-10-01,1825-09-15,1825.0,1825,658
2 III H.60 i_uebrige,faust://inscription/faustedition/2_III_H.60/i_uebrige,2 III H.60 i_uebrige,Inscription,2 III H.60,376,397,1825-12-14,1825-12-14,1826-05-26,1826-06-14,1826-03-05,1826.0,1825 … 1826,75
2 I H.9e*,faust://document/faustedition/2_I_H.9e_,2 I H.9e*,Witness,,377,398,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,137
2 I H.9f,faust://document/faustedition/2_I_H.9f,2 I H.9f,Witness,,378,399,1825-12-24,,,,1825-12-24,1825.0,1825,138
2 I H.9g,faust://document/faustedition/2_I_H.9g,2 I H.9g,Witness,,379,399,1825-12-24,,,,1825-12-24,1825.0,1825,139
2 I H.9h,faust://document/faustedition/2_I_H.9h,2 I H.9h,Witness,,380,398,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,140
2 I H.9i*,faust://document/faustedition/2_I_H.9i_,2 I H.9i*,Witness,,381,402,1825-12-24,1825-12-24,1825-12-26,1825-12-26,1825-12-25,1825.0,1825,141
H P176 Var i_r,faust://inscription/faustedition/H_P176_Var/i_r,H P176 Var i_r,Inscription,H P176 Var,382,399,1825-12-25,1825-12-25,1826-05-26,1826-06-25,1826-03-11,1826.0,1825 … 1826,672
1 H.17,faust://document/faustedition/1_H.17,1 H.17,Witness,,383,404,1825-12-31,1825-12-31,1827-01-01,1827-01-01,1826-07-02,1826.0,1826,20
2 III H.0,faust://document/faustedition/2_III_H.0,2 III H.0,Witness,,384,406,1826-02-02,1826-02-02,1826-08-03,1826-08-03,1826-05-04,1826.0,1826,300
2 III H.50a,faust://document/faustedition/2_III_H.50a,2 III H.50a,Witness,,385,407,1826-02-21,1826-02-21,1826-05-26,1826-12-20,1826-04-09,1826.0,1826,388
2 III H.45,faust://document/faustedition/2_III_H.45,2 III H.45,Witness,,386,410,1826-03-11,1826-03-11,1826-05-26,1826-09-09,1826-04-18,1826.0,1826,374
2 III H.58 i_r,faust://inscription/faustedition/2_III_H.58/i_r,2 III H.58 i_r,Inscription,2 III H.58,387,412,1826-03-13,1826-03-13,1826-06-25,1826-06-25,1826-05-04,1826.0,1826,52
2 III H.49 i_r_u,faust://inscription/faustedition/2_III_H.49/i_r_u,2 III H.49 i_r_u,Inscription,2 III H.49,388,410,1826-03-13,1826-03-13,1826-03-27,1826-03-27,1826-03-20,1826.0,1826,59
2 III H.59b i_uebrige,faust://inscription/faustedition/2_III_H.59b/i_uebrige,2 III H.59b i_uebrige,Inscription,2 III H.59b,389,413,1826-03-13,1826-03-13,1826-05-26,1826-06-25,1826-04-19,1826.0,1826,74
2 III H.43,faust://document/faustedition/2_III_H.43,2 III H.43,Witness,,390,413,1826-03-13,1826-03-13,1826-04-15,1826-04-15,1826-03-29,1826.0,1826,371
2 III H.48a,faust://document/faustedition/2_III_H.48a,2 III H.48a,Witness,,391,410,1826-03-13,1826-03-13,1826-05-26,1826-09-11,1826-04-19,1826.0,1826,382
2 III H.55,faust://document/faustedition/2_III_H.55,2 III H.55,Witness,,392,412,1826-03-13,1826-03-13,1826-04-23,1826-06-25,1826-04-02,1826.0,1826,396
2 III H.70,faust://document/faustedition/2_III_H.70,2 III H.70,Witness,,393,412,1826-03-13,1826-03-13,1826-05-26,1826-06-06,1826-04-19,1826.0,1826,426
2 III H.72,faust://document/faustedition/2_III_H.72,2 III H.72,Witness,,394,413,1826-03-13,1826-02-02,1826-05-26,1826-08-03,1826-04-19,1826.0,1826,428
2 III H.78a,faust://document/faustedition/2_III_H.78a,2 III H.78a,Witness,,395,410,1826-03-13,1826-03-13,1826-05-26,1826-09-11,1826-04-19,1826.0,1826,437
2 III H.79,faust://document/faustedition/2_III_H.79,2 III H.79,Witness,,396,413,1826-03-13,1826-03-11,1826-05-26,1826-09-09,1826-04-19,1826.0,1826,438
2 III H.77,faust://document/faustedition/2_III_H.77,2 III H.77,Witness,,397,414,1826-03-14,1826-03-14,1826-03-16,1826-03-16,1826-03-15,1826.0,1826,435
2 III H.46,faust://document/faustedition/2_III_H.46,2 III H.46,Witness,,398,423,1826-03-30,1826-03-30,1826-04-01,1826-04-01,1826-03-31,1826.0,1826,377
H P168,faust://document/faustedition/H_P168,H P168,Witness,,399,427,1826-04-03,1826-04-03,1826-04-28,1826-04-28,1826-04-15,1826.0,1826,620
2 III H.50d,faust://document/faustedition/2_III_H.50d,2 III H.50d,Witness,,400,434,1826-04-18,1826-04-18,1826-04-20,1826-04-20,1826-04-19,1826.0,1826,391
2 III H.50c,faust://document/faustedition/2_III_H.50c,2 III H.50c,Witness,,401,435,1826-04-18,,1826-04-20,,1826-04-19,1826.0,1826,390
2 III H.51,faust://document/faustedition/2_III_H.51,2 III H.51,Witness,,402,439,1826-04-18,1826-04-08,1826-04-20,1826-04-20,1826-04-19,1826.0,1826,392
2 III H.53,faust://document/faustedition/2_III_H.53,2 III H.53,Witness,,403,439,1826-04-18,1826-02-21,1826-05-26,,1826-05-07,1826.0,1826,394
2 III H.52,faust://document/faustedition/2_III_H.52,2 III H.52,Witness,,404,441,1826-04-18,,1826-05-26,,1826-05-07,1826.0,1826,393
2 III H.54,faust://document/faustedition/2_III_H.54,2 III H.54,Witness,,405,439,1826-04-21,1826-04-21,1826-04-23,1826-04-23,1826-04-22,1826.0,1826,395
2 III H.56,faust://document/faustedition/2_III_H.56,2 III H.56,Witness,,406,444,1826-04-21,1826-04-21,1826-04-23,1826-04-23,1826-04-22,1826.0,1826,397
2 III H.56a,faust://document/faustedition/2_III_H.56a,2 III H.56a,Witness,,407,441,1826-04-21,,,,1826-04-21,1826.0,1826,398
2 III H.56b,faust://document/faustedition/2_III_H.56b,2 III H.56b,Witness,,408,442,1826-04-21,,,,1826-04-21,1826.0,1826,399
2 III H.56c,faust://document/faustedition/2_III_H.56c,2 III H.56c,Witness,,409,443,1826-04-21,,,,1826-04-21,1826.0,1826,400
2 III H.71,faust://document/faustedition/2_III_H.71,2 III H.71,Witness,,410,448,1826-04-24,1826-04-24,1826-05-25,1826-10-23,1826-05-09,1826.0,1826,427
2 III H.64,faust://document/faustedition/2_III_H.64,2 III H.64,Witness,,411,453,1826-04-30,1826-04-30,1826-05-02,1826-05-02,1826-05-01,1826.0,1826,413
2 III H.63,faust://document/faustedition/2_III_H.63,2 III H.63,Witness,,412,451,1826-04-30,,1826-05-26,,1826-05-13,1826.0,1826,412
2 III H.67,faust://document/faustedition/2_III_H.67,2 III H.67,Witness,,413,450,1826-04-30,1826-04-30,1826-05-26,1826-10-29,1826-05-13,1826.0,1826,422
2 III H.59,faust://document/faustedition/2_III_H.59,2 III H.59,Witness,,414,454,1826-05-02,1826-05-02,1826-05-04,1826-05-04,1826-05-03,1826.0,1826,405
2 III H.33a,faust://document/faustedition/2_III_H.33a,2 III H.33a,Witness,,415,456,1826-05-02,1826-05-02,1826-05-04,1826-05-04,1826-05-03,1826.0,1826,359
2 III H.59a,faust://document/faustedition/2_III_H.59a,2 III H.59a,Witness,,416,456,1826-05-02,1825-04-07,1826-05-26,1826-06-25,1826-05-14,1826.0,1826,406
2 III H.57,faust://document/faustedition/2_III_H.57,2 III H.57,Witness,,417,455,1826-05-02,1826-03-13,1826-05-26,1826-06-25,1826-05-14,1826.0,1826,401
2 III H.57a,faust://document/faustedition/2_III_H.57a,2 III H.57a,Witness,,418,456,1826-05-02,,1826-05-26,,1826-05-14,1826.0,1826,402
2 III H.58,faust://document/faustedition/2_III_H.58,2 III H.58,Witness,,419,460,1826-05-02,1825-07-06,1826-05-26,,1826-05-14,1826.0,1826,403
2 III H.58a,faust://document/faustedition/2_III_H.58a,2 III H.58a,Witness,,420,457,1826-05-02,,,,1826-05-02,1826.0,1826,404
2 III H.59b,faust://document/faustedition/2_III_H.59b,2 III H.59b,Witness,,421,460,1826-05-02,1826-03-13,1826-05-26,1826-06-25,1826-05-14,1826.0,1826,407
2 III H.59c,faust://document/faustedition/2_III_H.59c,2 III H.59c,Witness,,422,463,1826-05-02,,1826-05-26,,1826-05-14,1826.0,1826,408
2 III H.7:4,faust://document/faustedition/2_III_H.7_4,2 III H.7:4,Witness,,423,466,1826-05-09,1826-05-09,1826-05-10,1826-05-10,1826-05-09,1826.0,1826,320
2 III H.78,faust://document/faustedition/2_III_H.78,2 III H.78,Witness,,424,471,1826-05-23,1826-05-23,1826-05-25,1826-05-25,1826-05-24,1826.0,1826,436
2 III H.2:2,faust://document/faustedition/2_III_H.2_2,2 III H.2:2,Witness,,425,569,1826-05-23,1826-03-11,1826-05-26,,1826-05-24,1826.0,1826,303
fischer_lamberg: 2_III_H.22_5,faust://document/fischer_lamberg/2_III_H.22_5,fischer_lamberg: 2_III_H.22_5,UnknownRef,,426,500,1826-05-23,,1826-05-26,,1826-05-24,1826.0,1826,96
wa: 2_III_H.2alpha,faust://document/wa/2_III_H.2alpha,wa: 2_III_H.2alpha,UnknownRef,,427,502,1826-05-23,,1826-05-26,,1826-05-24,1826.0,1826,111
2 III H.2:1,faust://document/faustedition/2_III_H.2_1,2 III H.2:1,Witness,,428,575,1826-05-23,1826-03-11,1826-05-26,,1826-05-24,1826.0,1826,302
fischer_lamberg: 2_III_H.22_1,faust://document/fischer_lamberg/2_III_H.22_1,fischer_lamberg: 2_III_H.22_1,UnknownRef,,429,505,1826-05-23,1826-04-21,1826-05-26,,1826-05-24,1826.0,1826,92
fischer_lamberg: 2_III_H.22_2,faust://document/fischer_lamberg/2_III_H.22_2,fischer_lamberg: 2_III_H.22_2,UnknownRef,,430,506,1826-05-23,1826-04-21,1826-06-10,,1826-06-01,1826.0,1826,93
fischer_lamberg: 2_III_H.22_3,faust://document/fischer_lamberg/2_III_H.22_3,fischer_lamberg: 2_III_H.22_3,UnknownRef,,431,505,1826-05-23,1826-04-21,1826-06-10,,1826-06-01,1826.0,1826,94
fischer_lamberg: 2_III_H.22_4,faust://document/fischer_lamberg/2_III_H.22_4,fischer_lamberg: 2_III_H.22_4,UnknownRef,,432,505,1826-05-23,1826-04-21,,,1826-05-23,1826.0,1826,95
wa: 2_III_H.IIIalpha,faust://document/wa/2_III_H.IIIalpha,wa: 2_III_H.IIIalpha,UnknownRef,,433,504,1826-05-23,,,,1826-05-23,1826.0,1826,113
2 III H.2a:2,faust://document/faustedition/2_III_H.2a_2,2 III H.2a:2,Witness,,434,509,1826-05-23,1826-04-21,1826-06-10,,1826-06-01,1826.0,1826,305
2 III H.2a:4,faust://document/faustedition/2_III_H.2a_4,2 III H.2a:4,Witness,,435,506,1826-05-23,1825-04-02,1826-05-26,,1826-05-24,1826.0,1826,307
fischer_lamberg: 2_III_H.7__2-3,faust://document/fischer_lamberg/2_III_H.7__2-3,fischer_lamberg: 2_III_H.7__2-3,UnknownRef,,436,507,1826-05-23,,1826-06-10,,1826-06-01,1826.0,1826,91
2 III H.2a:5,faust://document/faustedition/2_III_H.2a_5,2 III H.2a:5,Witness,,437,505,1826-05-23,1825-04-02,1826-05-26,,1826-05-24,1826.0,1826,308
2 III H.2a:1 ,faust://inscription/faustedition/2_III_H.2a_1/,2 III H.2a:1 ,Inscription,2 III H.2a:1,438,504,1826-05-23,,1826-05-26,,1826-05-24,1826.0,1826,21
2 III H.8b,faust://document/faustedition/2_III_H.8b,2 III H.8b,Witness,,439,505,1826-05-23,1825-04-02,1826-06-10,,1826-06-01,1826.0,1826,324
2 III H.22,faust://document/faustedition/2_III_H.22,2 III H.22,Witness,,440,509,1826-05-23,,1826-05-26,,1826-05-24,1826.0,1826,341
2 III H.7:1,faust://document/faustedition/2_III_H.7_1,2 III H.7:1,Witness,,441,516,1826-05-23,1826-05-17,1826-05-26,1826-05-26,1826-05-24,1826.0,1826,317
2 III H.3,faust://document/faustedition/2_III_H.3,2 III H.3,Witness,,442,519,1826-05-23,1825-12-25,1826-06-10,1826-06-25,1826-06-01,1826.0,1826,309
2 III H.7:2,faust://document/faustedition/2_III_H.7_2,2 III H.7:2,Witness,,443,510,1826-05-23,,1826-06-10,,1826-06-01,1826.0,1826,318
2 III H.7:3,faust://document/faustedition/2_III_H.7_3,2 III H.7:3,Witness,,444,513,1826-05-23,1826-05-09,1826-05-26,1826-05-26,1826-05-24,1826.0,1826,319
2 III H.7:5,faust://document/faustedition/2_III_H.7_5,2 III H.7:5,Witness,,445,511,1826-05-23,1826-03-24,1826-06-10,1826-06-25,1826-06-01,1826.0,1826,321
2 III H.2a:3,faust://document/faustedition/2_III_H.2a_3,2 III H.2a:3,Witness,,446,520,1826-05-23,1826-04-21,1826-06-10,,1826-06-01,1826.0,1826,306
2 III H.3a:2,faust://document/faustedition/2_III_H.3a_2,2 III H.3a:2,Witness,,447,544,1826-05-23,1826-03-13,1826-06-10,1826-06-10,1826-06-01,1826.0,1826,311
2 III H.3a:1,faust://document/faustedition/2_III_H.3a_1,2 III H.3a:1,Witness,,448,546,1826-05-23,1826-03-13,1826-06-10,1826-06-10,1826-06-01,1826.0,1826,310
2 III H.23b,faust://document/faustedition/2_III_H.23b,2 III H.23b,Witness,,449,505,1826-05-23,,,,1826-05-23,1826.0,1826,344
2 III H.23c,faust://document/faustedition/2_III_H.23c,2 III H.23c,Witness,,450,506,1826-05-23,,,,1826-05-23,1826.0,1826,345
2 III H.62,faust://document/faustedition/2_III_H.62,2 III H.62,Witness,,451,527,1826-05-23,,1832-06-06,,1829-05-30,1829.0,1826 … 1832,411
H P140,faust://document/faustedition/H_P140,H P140,Witness,,452,508,1826-05-23,1825-03-20,,,1826-05-23,1826.0,1826,607
fischer_lamberg: P170a i_uebrige,faust://inscription/fischer_lamberg/P170a/i_uebrige,fischer_lamberg: P170a i_uebrige,Inscription,fischer_lamberg: P170a,453,513,1826-05-23,,,,1826-05-23,1826.0,1826,687
H P123.1,faust://document/faustedition/H_P123.1,H P123.1,Witness,,454,517,1826-06-09,1826-06-09,1826-06-11,1826-06-11,1826-06-10,1826.0,1826,594
fischer_lamberg: P170a i_1_o,faust://inscription/fischer_lamberg/P170a/i_1_o,fischer_lamberg: P170a i_1_o,Inscription,fischer_lamberg: P170a,455,535,1826-06-12,1826-06-12,1826-06-14,1826-06-14,1826-06-13,1826.0,1826,686
H P78,faust://document/faustedition/H_P78,H P78,Witness,,456,542,1826-07-03,1826-07-03,1827-01-01,1827-01-01,1826-10-02,1826.0,1826,572
2 III H.3b,faust://document/faustedition/2_III_H.3b,2 III H.3b,Witness,,457,553,1826-10-26,1826-10-26,1827-04-26,1827-04-26,1827-01-25,1827.0,1826 … 1827,312
H P99.1,faust://document/faustedition/H_P99.1,H P99.1,Witness,,458,555,1826-11-08,1826-11-08,1826-11-10,1826-11-10,1826-11-09,1826.0,1826,582
H P99.2,faust://document/faustedition/H_P99.2,H P99.2,Witness,,459,559,1826-11-09,1826-11-09,1826-11-11,1826-11-11,1826-11-10,1826.0,1826,583
H P123.2,faust://document/faustedition/H_P123.2,H P123.2,Witness,,460,563,1826-12-14,1826-12-14,1826-12-16,1826-12-16,1826-12-15,1826.0,1826,595
H P123.5,faust://document/faustedition/H_P123.5,H P123.5,Witness,,461,565,1826-12-16,1826-12-16,1826-12-18,1826-12-18,1826-12-17,1826.0,1826,598
2 III H.73,faust://document/faustedition/2_III_H.73,2 III H.73,Witness,,462,573,1827-01-26,1827-01-26,1827-02-07,1827-02-07,1827-02-01,1827.0,1827,429
2 III H.74,faust://document/faustedition/2_III_H.74,2 III H.74,Witness,,463,581,1827-02-15,1827-02-15,1827-02-17,1827-02-17,1827-02-16,1827.0,1827,430
2 III H.75,faust://document/faustedition/2_III_H.75,2 III H.75,Witness,,464,581,1827-02-15,,1827-03-19,,1827-03-03,1827.0,1827,431
2 III H.75a,faust://document/faustedition/2_III_H.75a,2 III H.75a,Witness,,465,579,1827-02-15,1826-09-18,1827-03-19,1827-03-19,1827-03-03,1827.0,1827,432
2 III H.75b,faust://document/faustedition/2_III_H.75b,2 III H.75b,Witness,,466,582,1827-02-15,1826-09-28,1827-03-19,1827-03-19,1827-03-03,1827.0,1827,433
2 II H.4,faust://document/faustedition/2_II_H.4,2 II H.4,Witness,,467,584,1827-03-21,1827-03-21,1827-09-19,1827-09-19,1827-06-20,1827.0,1827,217
C.1 4,faust://document/faustedition/C.1_4,C.1 4,Witness,,468,587,1827-04-14,1827-04-14,1827-06-01,1827-06-01,1827-05-08,1827.0,1827,647
H P108b,faust://document/faustedition/H_P108b,H P108b,Witness,,469,594,1827-07-21,1827-07-21,1827-10-02,1827-10-02,1827-08-26,1827.0,1827,590
H P108c,faust://document/faustedition/H_P108c,H P108c,Witness,,470,594,1827-07-21,1827-07-21,1827-10-02,1827-10-02,1827-08-26,1827.0,1827,591
H P101,faust://document/faustedition/H_P101,H P101,Witness,,471,596,1827-07-31,1827-07-31,1827-08-05,1827-08-05,1827-08-02,1827.0,1827,584
H P101a,faust://document/faustedition/H_P101a,H P101a,Witness,,472,597,1827-07-31,1826-12-31,1829-01-01,1829-01-01,1828-04-16,1828.0,1827 … 1828,585
H P102,faust://document/faustedition/H_P102,H P102,Witness,,473,598,1827-08-10,1827-08-10,1827-10-02,1827-10-12,1827-09-05,1827.0,1827,586
2 I H.12:1,faust://document/faustedition/2_I_H.12_1,2 I H.12:1,Witness,,474,600,1827-08-10,1827-07-21,1827-10-02,1827-10-02,1827-09-05,1827.0,1827,150
2 I H.12:2,faust://document/faustedition/2_I_H.12_2,2 I H.12:2,Witness,,475,600,1827-08-10,1827-07-21,1827-10-02,1827-10-02,1827-09-05,1827.0,1827,151
2 I H.12a,faust://document/faustedition/2_I_H.12a,2 I H.12a,Witness,,476,600,1827-08-10,,,,1827-08-10,1827.0,1827,152
2 I H.11,faust://document/faustedition/2_I_H.11,2 I H.11,Witness,,477,599,1827-08-31,1827-08-31,1828-04-01,1828-04-01,1827-12-16,1827.0,1827 … 1828,149
2 I H.19 i_uebrige,faust://inscription/faustedition/2_I_H.19/i_uebrige,2 I H.19 i_uebrige,Inscription,2 I H.19,478,601,1827-09-11,1827-09-11,1828-01-01,1828-01-01,1827-11-06,1827.0,1827,70
2 I H.5,faust://document/faustedition/2_I_H.5,2 I H.5,Witness,,479,601,1827-09-11,1827-09-11,1827-11-18,1827-11-18,1827-10-15,1827.0,1827,127
2 I H.13,faust://document/faustedition/2_I_H.13,2 I H.13,Witness,,480,603,1827-09-11,1827-09-11,1827-09-13,1827-09-13,1827-09-12,1827.0,1827,153
2 I H.24,faust://document/faustedition/2_I_H.24,2 I H.24,Witness,,481,601,1827-09-11,1827-09-11,1827-11-18,1827-11-18,1827-10-15,1827.0,1827,167
2 II H.1,faust://document/faustedition/2_II_H.1,2 II H.1,Witness,,482,602,1827-09-11,1827-09-11,1828-03-11,1828-03-11,1827-12-11,1827.0,1827 … 1828,212
inscription: wa 2_I_H.10,faust://inscription/wa/2_I_H.10,inscription: wa 2_I_H.10,UnknownRef,,483,606,1827-09-23,1827-09-23,1827-09-30,1827-09-30,1827-09-26,1827.0,1827,105
2 I H.9k,faust://document/faustedition/2_I_H.9k,2 I H.9k,Witness,,484,606,1827-09-23,1827-09-23,1827-12-09,1827-12-09,1827-10-31,1827.0,1827,142
2 I H.9l*,faust://document/faustedition/2_I_H.9l_,2 I H.9l*,Witness,,485,607,1827-09-23,,,,1827-09-23,1827.0,1827,143
fischer-lamberg: 2_II_H.2d,faust://document/fischer-lamberg/2_II_H.2d,fischer-lamberg: 2_II_H.2d,UnknownRef,,486,608,1827-09-26,1827-09-26,1828-03-26,1828-03-26,1827-12-26,1827.0,1827 … 1828,90
2 I H.22,faust://document/faustedition/2_I_H.22,2 I H.22,Witness,,487,607,1827-09-26,1827-09-26,1827-10-08,1827-10-08,1827-10-02,1827.0,1827,165
2 II H.2:3,faust://document/faustedition/2_II_H.2_3,2 II H.2:3,Witness,,488,608,1827-09-26,1827-09-26,1828-03-26,1828-03-26,1827-12-26,1827.0,1827 … 1828,215
2 II H.2:1,faust://document/faustedition/2_II_H.2_1,2 II H.2:1,Witness,,489,610,1827-09-28,1827-09-28,1828-03-28,1828-03-28,1827-12-28,1827.0,1827 … 1828,213
2 I H.17,faust://document/faustedition/2_I_H.17,2 I H.17,Witness,,490,628,1827-10-01,1827-10-01,1828-03-31,1828-03-31,1827-12-31,1827.0,1827 … 1828,160
2 I H.8,faust://document/faustedition/2_I_H.8,2 I H.8,Witness,,491,622,1827-10-16,1827-10-16,1827-12-09,1828-04-15,1827-11-12,1827.0,1827,131
2 I H.15,faust://document/faustedition/2_I_H.15,2 I H.15,Witness,,492,623,1827-10-31,1827-10-31,1828-01-01,1828-01-01,1827-12-01,1827.0,1827,155
2 I H.15a,faust://document/faustedition/2_I_H.15a,2 I H.15a,Witness,,493,625,1827-10-31,,,,1827-10-31,1827.0,1827,156
2 I H.25,faust://document/faustedition/2_I_H.25,2 I H.25,Witness,,494,624,1827-11-04,1827-11-04,1827-11-16,1827-11-16,1827-11-10,1827.0,1827,171
2 I H.26,faust://document/faustedition/2_I_H.26,2 I H.26,Witness,,495,627,1827-11-04,1827-11-04,1827-11-16,1827-11-16,1827-11-10,1827.0,1827,172
2 I H.27,faust://document/faustedition/2_I_H.27,2 I H.27,Witness,,496,626,1827-11-04,,,,1827-11-04,1827.0,1827,173
2 I H.24b,faust://document/faustedition/2_I_H.24b,2 I H.24b,Witness,,497,626,1827-11-06,1827-11-06,1827-12-17,1828-01-01,1827-11-26,1827.0,1827,169
2 I H.24c,faust://document/faustedition/2_I_H.24c,2 I H.24c,Witness,,498,628,1827-11-06,,1832-06-06,,1830-02-20,1830.0,1827 … 1832,170
2 II H.3,faust://document/faustedition/2_II_H.3,2 II H.3,Witness,,499,626,1827-11-08,1827-11-08,1827-11-18,1827-11-18,1827-11-13,1827.0,1827,216
2 I H.3,faust://document/faustedition/2_I_H.3,2 I H.3,Witness,,500,634,1827-12-05,1827-12-05,1828-06-04,1828-06-04,1828-03-05,1828.0,1827 … 1828,125
2 I H.4,faust://document/faustedition/2_I_H.4,2 I H.4,Witness,,501,634,1827-12-05,1827-12-05,1827-12-23,1828-06-04,1827-12-14,1827.0,1827,126
2 I H.6,faust://document/faustedition/2_I_H.6,2 I H.6,Witness,,502,635,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,128
2 I H.7,faust://document/faustedition/2_I_H.7,2 I H.7,Witness,,503,635,1827-12-07,1827-12-07,1828-06-06,1828-06-06,1828-03-07,1828.0,1827 … 1828,130
2 I H.9,faust://document/faustedition/2_I_H.9,2 I H.9,Witness,,504,638,1827-12-07,1827-12-07,1827-12-09,1827-12-09,1827-12-08,1827.0,1827,132
2 I H.9a,faust://document/faustedition/2_I_H.9a,2 I H.9a,Witness,,505,639,1827-12-07,1827-12-07,1827-12-09,1827-12-09,1827-12-08,1827.0,1827,133
2 I H.9b,faust://document/faustedition/2_I_H.9b,2 I H.9b,Witness,,506,639,1827-12-07,1827-06-10,1827-12-09,1827-12-09,1827-12-08,1827.0,1827,134
2 I H.34,faust://document/faustedition/2_I_H.34,2 I H.34,Witness,,507,635,1827-12-07,1827-12-07,1827-12-23,1828-06-06,1827-12-15,1827.0,1827,180
2 I H.30,faust://document/faustedition/2_I_H.30,2 I H.30,Witness,,508,636,1827-12-07,,1827-12-23,,1827-12-15,1827.0,1827,176
2 I H.38,faust://document/faustedition/2_I_H.38,2 I H.38,Witness,,509,635,1827-12-07,1827-12-07,1827-12-23,1828-01-01,1827-12-15,1827.0,1827,185
2 I H.39,faust://document/faustedition/2_I_H.39,2 I H.39,Witness,,510,637,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,186
2 I H.40,faust://document/faustedition/2_I_H.40,2 I H.40,Witness,,511,637,1827-12-07,1827-12-07,1827-12-23,1828-01-01,1827-12-15,1827.0,1827,187
2 I H.36,faust://document/faustedition/2_I_H.36,2 I H.36,Witness,,512,639,1827-12-07,1827-12-07,1827-12-23,1828-01-01,1827-12-15,1827.0,1827,183
2 I H.41,faust://document/faustedition/2_I_H.41,2 I H.41,Witness,,513,637,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,188
2 I H.42,faust://document/faustedition/2_I_H.42,2 I H.42,Witness,,514,647,1827-12-12,1827-12-12,1827-12-23,1827-12-26,1827-12-17,1827.0,1827,190
wa: 2_I_H.alpha,faust://document/wa/2_I_H.alpha,wa: 2_I_H.alpha,UnknownRef,,515,649,1827-12-12,,1827-12-23,,1827-12-17,1827.0,1827,114
